weather_date,storm_day_before,rain_intensity,max_temp_day,max_rain_day,heat_intensity,average_temp_day,average_rain_day
2017-07-26,1,no_rain,26.4,0.2,mild,17.26,0.01
2019-06-26,1,moderate,18.3,4.8,cold,15.22,1.18
2018-06-26,1,moderate,18.1,4.2,cold,16.99,0.6
2017-06-26,1,no_rain,22.6,0.2,mild,16.3,0.01
2021-05-26,1,no_rain,20.9,0.2,cold,15.12,0.01
2021-04-26,1,no_rain,24.6,0.4,mild,21.38,0.02
2019-04-26,1,no_rain,27.9,0.0,warm,23.65,0.0
2018-04-26,1,no_rain,27.9,0.2,warm,22.1,0.01
2017-04-26,1,heavy,25.9,16.2,mild,22.77,0.82
2019-03-26,1,no_rain,23.1,0.0,mild,21.98,0.0
2018-03-26,1,heavy,25.1,15.0,mild,20.63,1.36
2018-02-26,1,moderate,29.9,5.2,warm,24.08,0.22
2021-11-26,1,moderate,28.3,7.8,warm,24.14,0.72
2019-11-26,1,no_rain,22.2,0.0,mild,19.41,0.0
2021-10-26,1,no_rain,28.8,0.0,warm,21.73,0.0
2019-10-26,1,no_rain,25.2,0.4,mild,22.06,0.03
2018-10-26,1,weak,21.7,1.4,cold,20.52,0.37
2017-10-26,1,moderate,27.8,3.6,warm,21.99,0.38
2016-10-26,1,moderate,22.4,7.2,mild,20.87,2.22
2018-01-26,1,no_rain,24.2,0.0,mild,22.76,0.0
2017-01-26,1,heavy,29.3,19.2,warm,24.82,0.96
2016-09-26,1,no_rain,22.7,0.0,mild,16.9,0.0
2016-08-26,1,no_rain,19.6,0.0,cold,17.1,0.0
2016-07-26,1,no_rain,22.1,0.0,mild,17.48,0.0
2021-06-26,1,no_rain,21.7,0.0,cold,18.72,0.0
2021-02-26,1,heavy,27.3,10.8,warm,22.86,0.78
2022-01-26,0,no_rain,23.9,0.2,heavy_cold,20.06,0.01
2019-09-25,1,no_rain,21.8,0.0,cold,18.22,0.0
2017-09-25,1,no_rain,23.7,0.6,mild,20.48,0.02
2021-08-25,1,no_rain,22.2,0.4,mild,19.42,0.02
2017-08-25,1,no_rain,23.1,0.2,mild,18.78,0.01
2019-07-25,1,no_rain,21.8,0.0,cold,18.89,0.0
2017-07-25,1,no_rain,29.1,0.0,warm,19.78,0.0
2021-06-25,1,no_rain,20.4,0.0,cold,17.5,0.0
2019-06-25,1,no_rain,28.0,0.2,warm,19.35,0.01
2018-06-25,1,no_rain,23.0,0.2,mild,17.8,0.01
2021-05-25,1,no_rain,21.0,0.0,cold,14.79,0.0
2018-05-25,1,no_rain,20.0,0.0,cold,15.43,0.0
2017-05-25,1,no_rain,23.8,0.2,mild,19.56,0.01
2019-04-25,1,no_rain,27.7,0.2,warm,23.69,0.01
2018-04-25,1,no_rain,29.0,0.2,warm,22.18,0.01
2017-04-25,1,no_rain,23.9,0.6,mild,21.38,0.06
2019-03-25,1,no_rain,30.6,0.0,warm,24.25,0.0
2021-11-25,1,no_rain,25.6,0.0,mild,22.48,0.0
2020-11-25,1,no_rain,23.9,0.2,heavy_cold,20.06,0.01
2019-11-25,1,no_rain,24.4,0.0,mild,20.3,0.0
2016-11-25,1,no_rain,22.5,0.0,mild,20.27,0.0
2019-10-25,1,no_rain,26.5,0.2,mild,22.69,0.02
2018-10-25,1,moderate,20.4,3.0,cold,18.39,0.87
2017-10-25,1,moderate,20.3,6.0,cold,18.68,1.44
2016-10-25,1,moderate,21.9,6.6,cold,20.96,1.87
2018-01-25,1,no_rain,28.7,0.0,warm,24.67,0.0
2017-01-25,1,weak,31.3,2.4,warm,25.51,0.18
2020-09-25,1,no_rain,27.5,0.0,warm,21.04,0.0
2016-08-25,1,no_rain,23.1,0.0,mild,17.95,0.0
2016-07-25,1,no_rain,22.1,0.2,mild,15.46,0.01
2022-02-25,0,no_rain,23.9,0.2,heavy_cold,20.06,0.01
2021-02-25,1,heavy,24.9,18.8,mild,22.56,1.62
2022-01-25,0,no_rain,23.9,0.2,heavy_cold,20.06,0.01
2021-09-24,1,no_rain,21.2,0.2,cold,18.21,0.02
2019-09-24,1,no_rain,18.1,0.2,cold,15.99,0.01
2021-08-24,1,no_rain,23.8,0.0,mild,19.56,0.0
2018-08-24,1,moderate,18.3,6.0,cold,16.46,0.68
2017-08-24,1,no_rain,23.2,0.2,mild,18.19,0.03
2019-07-24,1,no_rain,25.8,0.2,mild,18.62,0.01
2017-07-24,1,no_rain,24.4,0.0,mild,18.57,0.0
2021-06-24,1,no_rain,20.6,0.2,cold,17.61,0.02
2019-06-24,1,no_rain,26.7,0.2,mild,18.78,0.01
2021-05-24,1,no_rain,22.0,0.0,cold,17.06,0.0
2019-05-24,1,moderate,20.3,3.8,cold,18.88,0.62
2018-05-24,1,no_rain,21.1,0.0,cold,14.18,0.0
2017-05-24,1,weak,22.7,1.6,mild,19.1,0.26
2019-04-24,1,moderate,23.9,3.4,mild,21.67,0.43
2018-04-24,1,no_rain,27.5,0.2,warm,21.73,0.01
2017-04-24,1,no_rain,24.7,0.4,mild,19.95,0.03
2017-03-24,1,heavy,27.8,14.4,warm,22.72,0.62
2017-02-24,1,no_rain,31.2,0.0,warm,24.77,0.0
2021-11-24,1,no_rain,23.8,0.0,mild,21.84,0.0
2019-11-24,1,no_rain,23.0,0.0,mild,19.82,0.0
2017-11-24,1,no_rain,28.6,0.2,warm,22.28,0.01
2016-11-24,1,no_rain,26.3,0.0,mild,21.06,0.0
2019-10-24,1,no_rain,26.3,0.0,mild,21.18,0.0
2018-10-24,1,weak,21.2,1.6,cold,19.45,0.28
2017-10-24,1,no_rain,23.5,0.0,mild,18.78,0.0
2016-10-24,1,no_rain,23.6,0.0,mild,21.81,0.0
2018-01-24,1,moderate,32.9,3.6,heavy_warm,25.07,0.28
2017-01-24,1,no_rain,31.1,0.0,warm,25.38,0.0
2020-09-24,1,no_rain,25.6,0.2,mild,19.99,0.01
2016-08-24,1,no_rain,21.0,0.0,cold,14.03,0.0
2016-06-24,1,no_rain,19.5,0.0,cold,15.38,0.0
2022-02-24,0,no_rain,23.9,0.2,heavy_cold,20.06,0.01
2021-02-24,1,weak,26.5,2.4,mild,24.45,0.22
2022-01-24,0,no_rain,23.9,0.2,heavy_cold,20.06,0.01
2021-09-23,1,no_rain,20.8,0.0,cold,17.92,0.0
2019-09-23,1,no_rain,19.7,0.0,cold,15.07,0.0
2017-09-23,1,no_rain,25.0,0.0,mild,21.74,0.0
2021-08-23,1,no_rain,23.1,0.2,mild,19.26,0.01
2019-08-23,1,moderate,22.9,3.2,mild,16.05,0.18
2018-08-23,1,no_rain,23.0,0.0,mild,16.64,0.0
2017-08-23,1,moderate,21.0,2.6,cold,17.3,0.25
2021-07-23,1,no_rain,21.9,0.2,cold,15.56,0.01
2021-06-23,1,weak,21.1,1.8,cold,16.81,0.08
2017-06-23,1,no_rain,23.5,0.2,mild,19.42,0.01
2019-05-23,1,no_rain,22.2,0.2,mild,20.6,0.02
2018-05-23,1,no_rain,21.2,0.0,cold,15.68,0.0
2017-05-23,1,no_rain,19.8,0.2,cold,16.39,0.01
2021-04-23,1,weak,24.0,2.2,mild,20.22,0.13
2019-04-23,1,no_rain,23.0,0.2,mild,21.2,0.03
2018-04-23,1,no_rain,28.1,0.2,warm,21.7,0.01
2018-03-23,1,weak,28.9,1.6,warm,23.44,0.12
2017-03-23,1,moderate,23.9,5.2,mild,21.52,0.69
2018-02-23,1,no_rain,28.1,0.0,warm,22.8,0.0
2017-02-23,1,heavy,33.3,12.8,heavy_warm,24.93,1.14
2021-11-23,1,no_rain,28.5,0.0,warm,23.5,0.0
2019-11-23,1,no_rain,26.4,1.0,mild,23.2,0.11
2018-11-23,1,no_rain,26.9,0.0,mild,23.83,0.0
2016-11-23,1,moderate,22.2,6.2,mild,19.75,0.48
2020-10-23,1,no_rain,24.9,0.2,mild,22.27,0.01
2018-10-23,1,no_rain,23.1,0.2,mild,20.15,0.02
2018-01-23,1,heavy,34.6,27.4,heavy_warm,24.9,1.38
2017-01-23,1,no_rain,30.2,0.8,warm,24.67,0.05
2020-09-23,1,no_rain,20.7,0.0,cold,17.07,0.0
2016-09-23,1,no_rain,25.8,0.4,mild,19.56,0.02
2016-08-23,1,no_rain,20.8,0.2,cold,11.6,0.01
2016-06-23,1,no_rain,19.8,0.0,cold,15.55,0.0
2022-02-23,0,no_rain,23.9,0.2,heavy_cold,20.06,0.01
2021-02-23,1,no_rain,31.8,0.2,warm,26.22,0.02
2021-09-22,1,no_rain,20.8,0.0,cold,17.88,0.0
2019-09-22,1,no_rain,22.5,0.0,mild,17.43,0.0
2017-09-22,1,no_rain,27.5,0.0,warm,22.35,0.0
2019-08-22,1,no_rain,18.9,0.0,cold,14.93,0.0
2018-08-22,1,weak,15.9,2.0,cold,13.82,0.45
2017-08-22,1,no_rain,18.8,0.0,cold,12.77,0.0
2021-07-22,1,no_rain,20.2,0.0,cold,14.59,0.0
2019-07-22,1,no_rain,24.0,0.0,mild,18.12,0.0
2021-06-22,1,no_rain,20.3,0.6,cold,17.28,0.06
2018-06-22,1,no_rain,18.1,0.2,cold,15.67,0.01
2017-06-22,1,no_rain,19.1,0.4,cold,16.63,0.06
2019-05-22,1,heavy,23.6,10.4,mild,20.73,0.53
2018-05-22,1,no_rain,22.3,0.2,mild,14.19,0.01
2017-05-22,1,moderate,23.4,3.2,mild,19.67,0.17
2021-04-22,1,moderate,24.1,3.0,mild,20.84,0.12
2019-04-22,1,moderate,22.1,4.6,mild,21.36,0.33
2019-03-22,1,no_rain,22.4,0.4,mild,19.98,0.03
2018-03-22,1,no_rain,23.7,0.0,mild,20.92,0.0
2017-03-22,1,moderate,24.4,3.6,mild,21.42,0.53
2019-02-22,1,no_rain,30.4,0.2,warm,24.87,0.01
2018-02-22,1,no_rain,29.2,0.0,warm,24.51,0.0
2017-02-22,1,no_rain,29.9,0.0,warm,25.51,0.0
2021-11-22,1,no_rain,26.0,0.0,mild,22.3,0.0
2019-11-22,1,no_rain,29.1,0.0,warm,24.94,0.0
2018-11-22,1,weak,26.9,1.4,mild,21.99,0.23
2017-11-22,1,no_rain,23.9,0.2,mild,21.15,0.02
2016-11-22,1,no_rain,23.6,0.0,mild,21.22,0.0
2020-10-22,1,weak,23.9,2.4,mild,21.68,0.29
2019-10-22,1,no_rain,24.0,0.0,mild,19.72,0.0
2018-10-22,1,no_rain,24.2,0.2,mild,19.38,0.03
2018-01-22,1,heavy,29.9,12.8,warm,24.24,0.88
2020-09-22,1,no_rain,19.2,0.0,cold,15.44,0.0
2016-09-22,1,no_rain,21.8,0.2,cold,16.79,0.01
2016-08-22,1,no_rain,17.3,0.2,cold,10.93,0.01
2016-07-22,1,no_rain,18.3,0.0,cold,13.1,0.0
2016-06-22,1,moderate,17.6,5.4,cold,14.49,0.85
2022-02-22,0,no_rain,23.9,0.2,heavy_cold,20.06,0.01
2021-02-22,1,no_rain,30.0,0.0,warm,25.62,0.0
2021-09-21,1,no_rain,21.7,0.2,cold,20.4,0.02
2019-09-21,1,no_rain,18.0,1.0,cold,16.31,0.05
2017-09-21,1,no_rain,25.1,0.0,mild,21.18,0.0
2018-08-21,1,weak,16.2,2.0,cold,14.22,0.38
2017-08-21,1,no_rain,18.4,0.2,cold,13.11,0.01
2021-07-21,1,no_rain,18.5,0.0,cold,13.4,0.0
2017-07-21,1,no_rain,23.9,0.0,mild,15.59,0.0
2021-06-21,1,no_rain,19.1,0.0,cold,15.78,0.0
2018-06-21,1,no_rain,23.9,0.2,mild,16.18,0.01
2017-06-21,1,no_rain,18.1,0.0,cold,14.7,0.0
2021-05-21,1,no_rain,21.7,0.2,cold,18.56,0.01
2019-05-21,1,no_rain,26.7,0.2,mild,20.98,0.01
2018-05-21,1,no_rain,21.4,0.0,cold,13.63,0.0
2017-04-21,1,no_rain,27.5,1.0,warm,23.23,0.14
2019-03-21,1,no_rain,24.2,0.0,mild,21.22,0.0
2018-03-21,1,no_rain,25.3,0.0,mild,21.88,0.0
2017-03-21,1,moderate,24.6,3.0,mild,20.43,0.34
2018-02-21,1,no_rain,30.6,0.4,warm,25.09,0.02
2017-02-21,1,no_rain,31.1,0.2,warm,26.3,0.02
2019-11-21,1,moderate,28.0,3.4,warm,23.85,0.29
2018-11-21,1,no_rain,25.0,0.0,mild,20.07,0.0
2017-11-21,1,moderate,27.4,3.8,warm,22.93,0.23
2016-11-21,1,no_rain,27.5,0.0,warm,21.68,0.0
2020-10-21,1,no_rain,26.9,0.0,mild,22.77,0.0
2019-10-21,1,moderate,19.5,4.0,cold,17.17,0.49
2016-10-21,1,no_rain,21.6,0.2,cold,19.49,0.01
2020-09-21,1,no_rain,18.0,0.0,cold,15.07,0.0
2016-09-21,1,no_rain,22.2,0.0,mild,16.29,0.0
2016-07-21,1,no_rain,16.7,0.0,cold,12.73,0.0
2016-06-21,1,no_rain,15.3,0.8,cold,12.54,0.05
2022-02-21,0,no_rain,23.9,0.2,heavy_cold,20.06,0.01
2021-02-21,1,no_rain,28.9,0.0,warm,24.91,0.0
2021-09-20,1,weak,25.6,1.6,mild,21.83,0.23
2019-09-20,1,moderate,20.5,9.6,cold,18.5,1.96
2017-09-20,1,no_rain,25.5,0.0,mild,21.59,0.0
2021-08-20,1,no_rain,25.6,0.0,mild,19.94,0.0
2019-08-20,1,no_rain,15.7,0.0,cold,13.42,0.0
2018-08-20,1,no_rain,18.3,0.0,cold,17.11,0.0
2021-07-20,1,no_rain,18.2,0.0,cold,12.24,0.0
2017-07-20,1,no_rain,21.0,0.0,cold,12.91,0.0
2018-06-20,1,no_rain,23.1,0.2,mild,17.66,0.01
2017-06-20,1,no_rain,16.2,0.4,cold,13.41,0.03
2021-05-20,1,no_rain,21.1,0.0,cold,17.25,0.0
2019-05-20,1,no_rain,26.5,0.0,mild,20.88,0.0
2021-04-20,1,moderate,24.6,7.6,mild,21.61,0.32
2018-04-20,1,no_rain,29.9,0.2,warm,21.61,0.01
2017-04-20,1,weak,24.9,1.4,mild,20.79,0.2
2019-03-20,1,no_rain,27.5,0.6,warm,23.83,0.02
2018-03-20,1,heavy,23.9,12.8,mild,21.72,1.19
2017-03-20,1,no_rain,25.0,0.4,mild,21.13,0.06
2019-02-20,1,no_rain,29.6,0.4,warm,24.49,0.03
2018-02-20,1,weak,28.7,1.8,warm,24.96,0.12
2017-02-20,1,no_rain,30.9,0.0,warm,26.91,0.0
2018-11-20,1,no_rain,24.1,0.0,mild,19.87,0.0
2017-11-20,1,no_rain,23.6,0.0,mild,20.89,0.0
2020-10-20,1,no_rain,27.0,0.2,mild,23.14,0.03
2019-10-20,1,no_rain,22.8,0.0,mild,18.65,0.0
2017-10-20,1,no_rain,23.1,0.6,mild,20.96,0.02
2016-10-20,1,moderate,32.0,7.0,warm,23.6,0.41
2016-09-20,1,no_rain,22.4,0.0,mild,16.52,0.0
2016-07-20,1,no_rain,16.7,0.0,cold,13.11,0.0
2016-06-20,1,no_rain,14.3,0.0,heavy_cold,12.87,0.0
2021-03-20,1,no_rain,28.8,0.0,warm,25.01,0.0
2021-02-20,1,no_rain,31.6,0.2,warm,26.05,0.01
2021-09-02,1,no_rain,24.4,0.0,mild,20.44,0.0
2019-09-02,1,weak,17.1,1.2,cold,15.2,0.05
2021-08-02,1,no_rain,18.5,0.0,cold,15.8,0.0
2019-08-02,1,weak,17.7,2.2,cold,15.54,0.27
2018-08-02,1,weak,15.6,1.4,cold,14.09,0.14
2017-08-02,1,no_rain,26.9,0.0,mild,19.77,0.0
2021-07-02,1,no_rain,22.2,0.2,mild,17.05,0.01
2019-07-02,1,moderate,15.4,3.4,cold,14.6,0.68
2021-06-02,1,no_rain,25.1,0.2,mild,19.13,0.01
2020-06-02,1,weak,17.9,1.4,cold,14.98,0.19
2017-06-02,1,no_rain,22.9,0.0,mild,17.6,0.0
2019-05-02,1,no_rain,25.2,0.2,mild,21.92,0.02
2018-05-02,1,no_rain,24.3,0.0,mild,21.83,0.0
2017-05-02,1,no_rain,22.3,1.0,mild,19.16,0.09
2019-04-02,1,no_rain,29.2,0.2,warm,22.62,0.01
2018-04-02,1,no_rain,31.1,0.0,warm,25.56,0.0
2018-03-02,1,heavy,28.6,45.0,warm,24.53,2.28
2017-03-02,1,no_rain,31.5,0.2,warm,25.55,0.02
2018-02-02,1,no_rain,28.6,0.0,warm,23.08,0.0
2017-02-02,1,moderate,29.7,7.8,warm,24.35,0.57
2021-12-02,1,no_rain,22.9,0.0,mild,21.62,0.0
2020-12-02,1,no_rain,23.9,0.2,heavy_cold,20.06,0.01
2018-11-02,1,no_rain,22.1,0.0,mild,20.25,0.0
2019-10-02,1,no_rain,25.6,0.0,mild,21.36,0.0
2018-10-02,1,weak,26.3,1.4,mild,22.02,0.08
2017-10-02,1,no_rain,25.7,1.0,mild,21.66,0.08
2019-09-19,1,moderate,19.6,5.8,cold,17.53,1.27
2017-09-19,1,no_rain,23.0,0.0,mild,20.75,0.0
2021-08-19,1,no_rain,27.4,0.0,warm,20.62,0.0
2019-08-19,1,moderate,16.9,2.6,cold,13.35,0.15
2021-07-19,1,no_rain,18.5,0.0,cold,13.77,0.0
2019-07-19,1,no_rain,20.5,0.2,cold,17.08,0.01
2018-07-19,1,no_rain,26.6,0.0,mild,18.5,0.0
2017-07-19,1,no_rain,17.0,0.2,cold,8.94,0.01
2019-06-19,1,no_rain,26.4,0.0,mild,20.16,0.0
2018-06-19,1,no_rain,20.0,0.4,cold,16.78,0.05
2017-06-19,1,weak,19.0,1.6,cold,15.58,0.4
2021-05-19,1,no_rain,20.4,0.0,cold,16.82,0.0
2017-05-19,1,moderate,20.5,8.4,cold,19.03,2.25
2021-04-19,1,weak,24.7,2.0,mild,21.5,0.23
2018-04-19,1,no_rain,28.2,0.2,warm,20.98,0.01
2017-04-19,1,moderate,24.6,5.4,mild,20.5,0.39
2019-03-19,1,no_rain,29.4,0.4,warm,24.53,0.03
2018-03-19,1,no_rain,33.9,0.0,heavy_warm,26.75,0.0
2019-02-19,1,heavy,31.7,17.0,warm,24.75,0.72
2018-02-19,1,moderate,26.6,3.6,mild,23.63,0.27
2021-11-19,1,no_rain,22.2,0.0,mild,20.45,0.0
2019-11-19,1,no_rain,26.5,0.0,mild,21.23,0.0
2018-11-19,1,no_rain,24.5,0.0,mild,20.55,0.0
2021-10-19,1,no_rain,21.7,0.2,cold,18.57,0.01
2019-10-19,1,no_rain,22.7,0.0,mild,21.28,0.0
2018-10-19,1,no_rain,26.2,0.0,mild,21.55,0.0
2017-10-19,1,no_rain,26.5,0.0,mild,23.48,0.0
2016-10-19,1,moderate,23.4,8.0,mild,21.34,0.5
2016-09-19,1,no_rain,20.3,0.2,cold,18.06,0.01
2016-08-19,1,heavy,16.2,11.6,cold,14.25,1.15
2016-07-19,1,no_rain,16.4,0.0,cold,11.61,0.0
2021-03-19,1,no_rain,27.1,0.0,warm,24.45,0.0
2021-02-19,1,no_rain,30.7,0.0,warm,25.18,0.0
2019-09-18,1,moderate,19.5,6.0,cold,18.79,0.93
2017-09-18,1,no_rain,23.1,0.0,mild,20.36,0.0
2021-08-18,1,no_rain,24.0,0.0,mild,19.04,0.0
2018-08-18,1,no_rain,19.1,0.2,cold,15.85,0.01
2017-08-18,1,no_rain,22.5,0.2,mild,16.74,0.01
2019-07-18,1,no_rain,17.5,1.0,cold,14.09,0.16
2018-07-18,1,no_rain,26.1,0.0,mild,19.98,0.0
2017-07-18,1,weak,14.6,2.0,heavy_cold,9.02,0.3
2021-06-18,1,no_rain,17.0,0.0,cold,14.45,0.0
2019-06-18,1,no_rain,25.0,0.2,mild,19.89,0.01
2018-06-18,1,no_rain,20.3,0.2,cold,16.19,0.01
2017-06-18,1,no_rain,27.8,0.2,warm,19.47,0.02
2021-05-18,1,no_rain,21.1,0.2,cold,17.38,0.01
2018-05-18,1,moderate,24.3,6.4,mild,19.79,0.35
2017-05-18,1,moderate,22.1,3.2,mild,19.09,0.3
2019-04-18,1,no_rain,28.1,0.2,warm,20.95,0.01
2018-04-18,1,no_rain,26.5,0.8,mild,20.87,0.04
2017-04-18,1,moderate,23.3,4.2,mild,20.32,0.44
2019-03-18,1,moderate,29.4,9.8,warm,24.59,0.52
2019-02-18,1,moderate,30.1,6.8,warm,24.72,0.75
2021-11-18,1,heavy,20.7,10.2,cold,19.68,2.87
2020-11-18,1,no_rain,23.9,0.2,heavy_cold,20.06,0.01
2019-11-18,1,no_rain,25.9,0.0,mild,20.58,0.0
2016-11-18,1,heavy,24.4,12.0,mild,19.53,0.51
2020-10-18,1,no_rain,24.4,0.0,mild,20.2,0.0
2019-10-18,1,moderate,30.9,3.8,warm,23.82,0.52
2018-10-18,1,weak,25.7,2.2,mild,22.55,0.2
2017-10-18,1,no_rain,28.3,0.0,warm,22.77,0.0
2016-10-18,1,moderate,29.3,2.8,warm,22.83,0.21
2020-09-18,1,no_rain,28.2,0.0,warm,20.8,0.0
2016-09-18,1,weak,21.5,1.8,cold,19.82,0.15
2016-08-18,1,no_rain,18.4,0.6,cold,16.21,0.06
2016-07-18,1,no_rain,17.0,0.0,cold,9.26,0.0
2021-03-18,1,no_rain,27.1,0.0,warm,25.8,0.0
2022-02-18,0,no_rain,23.9,0.2,heavy_cold,20.06,0.01
2021-02-18,1,no_rain,30.1,0.0,warm,25.06,0.0
2021-09-17,1,weak,17.3,1.2,cold,15.64,0.6
2019-09-17,1,no_rain,23.9,0.2,mild,20.54,0.01
2021-08-17,1,no_rain,22.3,0.2,mild,18.42,0.01
2018-08-17,1,no_rain,19.9,0.6,cold,16.69,0.02
2017-08-17,1,no_rain,21.8,0.2,cold,16.32,0.01
2019-07-17,1,no_rain,17.1,0.2,cold,11.24,0.01
2018-07-17,1,no_rain,23.7,0.0,mild,20.22,0.0
2017-07-17,1,moderate,17.2,3.2,cold,14.83,0.32
2021-06-17,1,no_rain,16.5,0.6,cold,14.31,0.02
2019-06-17,1,no_rain,24.2,0.0,mild,20.8,0.0
